Date,Open,High,Low,Close,Adj Close,Volume
1966-01-10,7.931007,7.946941,7.907106,7.907106,1.662029,269868
1966-01-11,7.927024,7.950924,7.927024,7.931007,1.667055,338904
1966-01-12,7.923040,7.923040,7.879222,7.895156,1.659517,458148
1966-01-13,7.923040,7.950924,7.923040,7.942957,1.669567,345180
1966-01-14,7.942957,7.966858,7.903123,7.903123,1.661194,571116
1966-01-17,7.903123,7.927024,7.827438,7.847355,1.649471,476976
1966-01-18,7.811504,7.811504,7.664117,7.703952,1.619328,615048
1966-01-19,7.695985,7.695985,7.520714,7.624283,1.602583,1456032
1966-01-20,7.624283,7.743786,7.600382,7.703952,1.619328,721740
1966-01-21,7.727852,7.847355,7.727852,7.823454,1.644448,822156
1966-01-24,7.839388,7.887189,7.839388,7.871256,1.654495,552288
1966-01-25,7.871256,8.181963,7.859305,8.102294,1.703057,1751004
1966-01-26,8.102294,8.142129,8.050510,8.062460,1.694685,1242648
1966-01-27,8.062460,8.094328,7.934990,8.006692,1.682962,790776
1966-01-28,8.000717,8.000717,7.871256,7.919057,1.664542,451872
1966-01-31,7.919057,7.934990,7.879222,7.903123,1.661194,520908
1966-02-01,7.903123,7.919057,7.839388,7.839388,1.647797,476976
1966-02-02,7.839388,7.847355,7.775653,7.807521,1.641098,508356
1966-02-03,7.855322,7.907106,7.855322,7.907106,1.662029,589944
1966-02-04,7.907106,7.934990,7.903123,7.927024,1.666218,564840
1966-02-07,7.927024,8.014659,7.927024,8.002709,1.682126,439320
1966-02-08,8.002709,8.102294,7.998725,8.096319,1.702311,690360
1966-02-09,8.142129,8.181963,8.142129,8.162046,1.716130,621324
1966-02-10,8.162046,8.253665,8.158062,8.237731,1.732042,539736
1966-02-11,8.253665,8.361217,8.253665,8.361217,1.758007,464424
1966-02-14,8.357234,8.357234,8.277565,8.277565,1.740419,244764
1966-02-15,8.277565,8.277565,8.142129,8.177980,1.719480,376560
1966-02-16,8.177980,8.277565,8.158062,8.257648,1.736231,357732
1966-02-17,8.257648,8.257648,8.189930,8.191922,1.722410,244764
1966-02-18,8.191922,8.197897,8.126195,8.166029,1.716967,307524
1966-02-21,8.166029,8.189930,8.078394,8.126195,1.708591,364008
1966-02-23,8.120220,8.120220,8.050510,8.078394,1.698541,451872
1966-02-24,8.078394,8.094328,8.038560,8.070427,1.696866,364008
1966-02-25,8.070427,8.173996,8.034576,8.158062,1.715292,370284
1966-02-28,8.158062,8.205864,8.130178,8.205864,1.725343,426768
1966-03-01,8.205864,8.229764,7.998725,8.046526,1.691841,407940
1966-03-02,8.038560,8.038560,7.938974,7.958891,1.673415,608772
1966-03-03,7.958891,8.046526,7.958891,8.018642,1.685978,602496
1966-03-04,8.018642,8.070427,8.018642,8.038560,1.690166,257316
1966-03-07,8.022626,8.022626,7.927024,7.927024,1.666714,420492
1966-03-08,7.927024,7.982792,7.879222,7.919057,1.665040,671532
1966-03-09,7.919057,8.070427,7.919057,8.070427,1.696866,539736
1966-03-10,8.070427,8.150096,8.022626,8.022626,1.686816,621324
1966-03-11,8.022626,8.038560,7.934990,7.966858,1.675090,558564
1966-03-14,7.966858,7.982792,7.950924,7.962874,1.674253,345180
1966-03-15,7.954908,7.954908,7.911090,7.942957,1.670065,370284
1966-03-16,7.942957,8.062460,7.938974,8.006692,1.683465,458148
1966-03-17,8.006692,8.022626,7.927024,7.966858,1.675090,320076
1966-03-18,7.966858,8.006692,7.934990,7.950924,1.671740,238488
1966-03-21,7.998725,8.110261,7.998725,8.110261,1.705241,364008
1966-03-22,8.126195,8.189930,8.126195,8.158062,1.715292,307524
1966-03-23,8.158062,8.166029,8.118228,8.158062,1.715292,225936
1966-03-24,8.166029,8.269598,8.166029,8.237731,1.732042,345180
1966-03-25,8.265615,8.365201,8.265615,8.365201,1.758844,495804
1966-03-28,8.365201,8.365201,8.285532,8.297482,1.744606,514632
1966-03-29,8.297482,8.341300,8.205864,8.269598,1.738743,257316
1966-03-30,8.197897,8.197897,8.126195,8.142129,1.711941,376560
1966-03-31,8.142129,8.237731,8.134162,8.221797,1.728691,276144
1966-04-01,8.221797,8.317400,8.189930,8.301466,1.745443,364008
1966-04-04,8.325366,8.389101,8.325366,8.349267,1.755493,326352
1966-04-05,8.349267,8.460803,8.333333,8.428936,1.772244,351456
1966-04-06,8.428936,8.460803,8.428936,8.460803,1.778947,313800
1966-04-07,8.516571,8.604207,8.516571,8.604207,1.809097,401664
1966-04-11,8.652008,8.765535,8.652008,8.765535,1.843018,508356
1966-04-12,8.765535,8.855163,8.588273,8.588273,1.805747,508356
1966-04-13,8.588273,8.667941,8.492670,8.644041,1.817473,364008
1966-04-14,8.683875,8.926864,8.683875,8.926864,1.876938,878640
1966-04-15,8.926864,8.954748,8.779477,8.811345,1.852649,451872
1966-04-18,8.783461,8.783461,8.683875,8.715743,1.832550,370284
1966-04-19,8.715743,8.811345,8.683875,8.683875,1.825848,326352
1966-04-20,8.707776,8.771511,8.707776,8.731676,1.835898,288696
1966-04-21,8.827279,8.875080,8.827279,8.843212,1.859350,307524
1966-04-22,8.843212,8.891013,8.787444,8.843212,1.859350,313800
1966-04-25,8.843212,8.883047,8.620140,8.620140,1.812447,301248
1966-04-26,8.707776,8.859146,8.707776,8.843212,1.859350,426768
1966-04-27,8.843212,8.954748,8.779477,8.938815,1.879452,345180
1966-04-28,8.918897,8.918897,8.795411,8.843212,1.859350,282420
1966-04-29,8.867113,8.914914,8.867113,8.883047,1.867725,244764
1966-05-02,8.883047,8.938815,8.883047,8.922881,1.876101,263592
1966-05-03,8.914914,8.914914,8.827279,8.879063,1.866887,225936
1966-05-04,8.843212,8.843212,8.723709,8.739643,1.837573,251040
1966-05-05,8.731676,8.731676,8.572339,8.572339,1.802396,301248
1966-05-06,8.508604,8.508604,8.285532,8.452836,1.777270,640152
1966-05-09,8.436902,8.436902,8.269598,8.289516,1.742932,514632
1966-05-10,8.289516,8.405035,8.285532,8.357234,1.757169,558564
1966-05-11,8.420969,8.516571,8.420969,8.464786,1.779783,533460
1966-05-12,8.460803,8.460803,8.349267,8.349267,1.755493,439320
1966-05-13,8.349267,8.349267,8.221797,8.269598,1.738743,640152
1966-05-16,8.269598,8.317400,8.253665,8.285532,1.742093,426768
1966-05-17,8.285532,8.309433,8.229764,8.229764,1.730368,445596
1966-05-18,8.460803,8.460803,8.341300,8.436902,1.773919,523000
1966-05-19,8.604207,8.723709,8.604207,8.654995,1.819776,928848
1966-05-20,8.628107,8.628107,8.532505,8.622132,1.812866,577392
1966-05-23,8.771511,8.891013,8.771511,8.795411,1.849299,903744
1966-05-24,8.849187,8.938815,8.849187,8.914914,1.874984,832616
1966-05-25,8.914914,8.914914,8.795411,8.867113,1.864933,681992
1966-05-26,8.867113,8.879063,8.831262,8.879063,1.867447,464424
1966-05-27,8.879063,8.885038,8.771511,8.867113,1.864933,539736
1966-05-31,8.843212,8.843212,8.598231,8.669933,1.823462,301248
1966-06-01,8.520554,8.520554,8.317400,8.484704,1.784505,861904
1966-06-02,8.484704,8.723709,8.293499,8.293499,1.744290,577392
1966-06-03,8.293499,8.293499,8.114245,8.209847,1.726696,719648
1966-06-06,8.173996,8.173996,8.042543,8.054493,1.694023,443504
1966-06-07,8.030593,8.030593,7.946941,7.982792,1.678942,598312
1966-06-08,7.982792,8.150096,7.970841,8.102294,1.704076,790776
1966-06-09,8.126195,8.341300,8.126195,8.341300,1.754343,870272
1966-06-10,8.341300,8.496654,8.341300,8.341300,1.754343,794960
1966-06-13,8.341300,8.389101,8.221797,8.245698,1.734236,598312
1966-06-14,8.245698,8.269598,8.138145,8.269598,1.739263,665256
1966-06-15,8.269598,8.341300,8.185946,8.185946,1.721669,564840
1966-06-16,8.185946,8.281549,8.185946,8.272586,1.739891,702912
1966-06-17,8.317400,8.532505,8.317400,8.532505,1.794558,987424
1966-06-20,8.568356,8.669933,8.568356,8.663958,1.822204,1046000
1966-06-21,8.675908,8.759560,8.675908,8.675908,1.824718,769856
1966-06-22,8.675908,8.717734,8.604207,8.652008,1.819691,523000
1966-06-23,8.652008,8.669933,8.508604,8.508604,1.789531,690360
1966-06-24,8.508604,8.556405,8.413002,8.484704,1.784505,435136
1966-06-27,8.484704,8.592256,8.371176,8.371176,1.760628,401664
1966-06-28,8.371176,8.436902,8.305449,8.401052,1.766910,418400
1966-06-29,8.395076,8.395076,8.317400,8.320387,1.749946,397480
1966-06-30,8.320387,8.439890,8.275574,8.377151,1.761884,535552
1966-07-01,8.418977,8.520554,8.418977,8.472753,1.781989,619232
1966-07-05,8.460803,8.460803,8.413002,8.460803,1.779477,188280
1966-07-06,8.460803,8.556405,8.413002,8.553418,1.798957,476976
1966-07-07,8.580306,8.640057,8.580306,8.628107,1.814666,585760
1966-07-08,8.622132,8.622132,8.532505,8.538480,1.795815,606680
1966-07-11,8.532505,8.532505,8.460803,8.508604,1.789531,251040
1966-07-12,8.508604,8.592256,8.484704,8.520554,1.792044,213384
1966-07-13,8.514579,8.514579,8.389101,8.389101,1.764397,338904
1966-07-14,8.395076,8.502629,8.395076,8.469766,1.781364,364008
1966-07-15,8.502629,8.604207,8.502629,8.556405,1.799585,200832
1966-07-18,8.556405,8.640057,8.556405,8.556405,1.799585,188280
1966-07-19,8.508604,8.508604,8.413002,8.424952,1.771937,217568
1966-07-20,8.413002,8.413002,8.353250,8.353250,1.756858,221752
1966-07-21,8.371176,8.484704,8.371176,8.481716,1.783877,242672
1966-07-22,8.481716,8.484704,8.413002,8.472753,1.781989,125520
1966-07-25,8.472753,8.484704,8.293499,8.305449,1.746804,225936
1966-07-26,8.305449,8.365201,8.221797,8.293499,1.744290,510448
1966-07-27,8.323375,8.401052,8.323375,8.323375,1.750573,255224
1966-07-28,8.323375,8.341300,8.221797,8.221797,1.729210,217568
1966-07-29,8.221797,8.245698,8.144120,8.144120,1.712873,259408
1966-08-01,8.144120,8.144120,7.937978,7.937978,1.669516,439320
1966-08-02,7.937978,7.976816,7.878227,7.946941,1.671401,589944
1966-08-03,7.946941,8.114245,7.940966,8.078394,1.699050,560656
1966-08-04,8.138145,8.233748,8.138145,8.221797,1.729210,410032
1966-08-05,8.221797,8.239723,8.191922,8.194909,1.723555,196648
1966-08-08,8.194909,8.197897,8.066444,8.197897,1.724184,305432
1966-08-09,8.185946,8.185946,8.102294,8.132170,1.710909,192464
1966-08-10,8.132170,8.132170,8.054493,8.078394,1.699593,192464
1966-08-11,8.078394,8.132170,8.078394,8.132170,1.710909,292880
1966-08-12,8.138145,8.383126,8.138145,8.353250,1.757421,451872
1966-08-15,8.353250,8.365201,8.317400,8.317400,1.749879,368192
1966-08-16,8.305449,8.305449,8.185946,8.209847,1.727250,284512
1966-08-17,8.209847,8.221797,8.090344,8.173996,1.719707,334720
1966-08-18,8.173996,8.197897,8.006692,8.018642,1.687022,364008
1966-08-19,8.018642,8.054493,7.946941,8.018642,1.687022,489528
1966-08-22,7.988767,7.988767,7.743786,7.863289,1.654339,627600
1966-08-23,7.863289,7.887189,7.749761,7.869264,1.655597,556472
1966-08-24,7.869264,7.887189,7.839388,7.839388,1.649310,485344
1966-08-25,7.839388,7.899140,7.749761,7.749761,1.630454,447688
1966-08-26,7.648184,7.648184,7.531668,7.531668,1.584570,711280
1966-08-29,7.445029,7.445029,7.337476,7.337476,1.543714,1096208
1966-08-30,7.337476,7.624283,7.319551,7.618308,1.602799,736384
1966-08-31,7.642208,7.791587,7.642208,7.660134,1.611597,782408
1966-09-01,7.660134,7.743786,7.648184,7.660134,1.611597,527184
1966-09-02,7.660134,7.660134,7.516730,7.648184,1.609084,640152
1966-09-06,7.648184,7.672084,7.576482,7.582457,1.595256,301248
1966-09-07,7.570507,7.570507,7.445029,7.528681,1.583941,560656
1966-09-08,7.516730,7.516730,7.325526,7.391252,1.555028,945584
1966-09-09,7.421128,7.612333,7.421128,7.528681,1.583941,502080
1966-09-12,7.528681,7.684034,7.528681,7.660134,1.611597,1297040
1966-09-13,7.660134,7.719885,7.528681,7.624283,1.604054,514632
1966-09-14,7.630258,7.767686,7.630258,7.731836,1.626683,456056
1966-09-15,7.743786,8.006692,7.743786,8.006692,1.684509,464424
1966-09-16,8.006692,8.090344,7.863289,7.875239,1.656853,539736
1966-09-19,7.875239,7.994742,7.815488,7.863289,1.654339,393296
1966-09-20,7.863289,7.887189,7.695985,7.695985,1.619141,338904
1966-09-21,7.672084,7.672084,7.534656,7.534656,1.585198,326352
1966-09-22,7.534656,7.636233,7.436066,7.627271,1.604685,736384
1966-09-23,7.627271,7.684034,7.582457,7.624283,1.604054,242672
1966-09-26,7.624283,7.803537,7.612333,7.803537,1.641766,200832
1966-09-27,7.803537,7.875239,7.791587,7.827438,1.646795,251040
1966-09-28,7.827438,7.839388,7.624283,7.624283,1.604054,259408
1966-09-29,7.612333,7.612333,7.480880,7.534656,1.585198,376560
1966-09-30,7.534656,7.612333,7.397228,7.588432,1.596512,631784
1966-10-03,7.588432,7.612333,7.421128,7.430091,1.563199,326352
1966-10-04,7.430091,7.540631,7.325526,7.397228,1.556286,907928
1966-10-05,7.409178,7.522706,7.409178,7.409178,1.558799,426768
1966-10-06,7.409178,7.456979,7.289675,7.295650,1.534914,748936
1966-10-07,7.226936,7.226936,6.978967,6.993905,1.471430,1426744
1966-10-10,6.993905,7.409178,6.919216,7.391252,1.555028,1322144
1966-10-11,7.391252,7.516730,7.289675,7.289675,1.533657,782408
1966-10-12,7.289675,7.540631,7.217973,7.480880,1.573884,598312
1966-10-13,7.480880,7.600382,7.445029,7.576482,1.593998,807512
1966-10-14,7.576482,7.600382,7.522706,7.552581,1.588969,347272
1966-10-17,7.552581,7.648184,7.534656,7.564532,1.591483,518816
1966-10-18,7.624283,7.767686,7.624283,7.767686,1.634225,523000
1966-10-19,7.767686,7.791587,7.576482,7.588432,1.596512,234304
1966-10-20,7.600382,7.761711,7.600382,7.612333,1.601540,439320
1966-10-21,7.612333,7.695985,7.600382,7.695985,1.619141,309616
1966-10-24,7.695985,7.755736,7.648184,7.695985,1.619141,309616
1966-10-25,7.743786,7.911090,7.743786,7.875239,1.656853,460240
1966-10-26,7.761711,7.911090,7.743786,7.875239,1.656853,460240
1966-10-27,7.875239,7.967854,7.851338,7.958891,1.674453,330536
1966-10-28,7.958891,8.003705,7.917065,8.003705,1.683880,364008
1966-10-31,8.000717,8.000717,7.791587,7.934990,1.669424,426768
1966-11-01,7.991754,8.126195,7.991754,8.126195,1.709650,489528
1966-11-02,8.162046,8.317400,8.162046,8.233748,1.732279,753120
1966-11-03,8.233748,8.293499,8.126195,8.221797,1.730316,832616
1966-11-04,8.221797,8.293499,8.138145,8.281549,1.742891,426768
1966-11-07,8.281549,8.413002,8.269598,8.341300,1.755468,807512
1966-11-09,8.341300,8.413002,8.341300,8.353250,1.757982,401664
1966-11-10,8.353250,8.472753,8.341300,8.424952,1.773072,510448
1966-11-11,8.418977,8.418977,8.377151,8.413002,1.770556,196648
1966-11-14,8.377151,8.377151,8.293499,8.353250,1.757982,309616
1966-11-15,8.353250,8.424952,8.329350,8.424952,1.773072,397480
1966-11-16,8.466778,8.604207,8.466778,8.568356,1.803252,602496
1966-11-17,8.568356,8.604207,8.472753,8.532505,1.795707,510448
1966-11-18,8.532505,8.532505,8.484704,8.484704,1.785647,338904
1966-11-21,8.448853,8.448853,8.245698,8.317400,1.750437,497896
1966-11-22,8.317400,8.317400,8.245698,8.317400,1.750437,389112
1966-11-23,8.359226,8.532505,8.359226,8.508604,1.790677,451872
1966-11-25,8.508604,8.759560,8.508604,8.753585,1.842234,644336
1966-11-28,8.759560,8.891013,8.759560,8.855163,1.863612,895376
1966-11-29,8.855163,8.962715,8.843212,8.914914,1.876187,485344
1966-11-30,8.914914,9.010516,8.885038,8.986616,1.891277,598312
1966-12-01,8.986616,9.016491,8.843212,8.846200,1.861729,786592
1966-12-02,8.846200,8.867113,8.735660,8.771511,1.846006,435136
1966-12-05,8.771511,8.896989,8.729685,8.896989,1.872414,322168
1966-12-06,8.932839,8.986616,8.932839,8.980641,1.890019,439320
1966-12-07,8.980641,9.141969,8.980641,9.118069,1.918942,569024
1966-12-08,9.118069,9.177820,9.082218,9.153920,1.926487,359824
1966-12-09,9.153920,9.165870,8.974665,8.998566,1.893792,322168
1966-12-12,8.998566,9.130019,8.962715,9.106119,1.916426,460240
1966-12-13,9.118069,9.225621,9.118069,9.135994,1.922714,447688
1966-12-14,9.135994,9.165870,9.058317,9.118069,1.918942,263592
1966-12-15,9.082218,9.082218,8.867113,8.914914,1.876187,338904
1966-12-16,8.896989,8.896989,8.807361,8.873088,1.867384,276144
1966-12-19,8.873088,8.885038,8.831262,8.843212,1.861096,263592
1966-12-20,8.843212,8.914914,8.747610,8.914914,1.876187,259408
1966-12-21,8.914914,8.986616,8.879063,8.891013,1.871156,343088
1966-12-22,8.891013,8.926864,8.831262,8.831262,1.858582,330536
1966-12-23,8.831262,8.834250,8.771511,8.783461,1.848521,242672
1966-12-27,8.771511,8.771511,8.675908,8.741635,1.839720,150624
1966-12-28,8.741635,8.867113,8.723709,8.771511,1.846006,280328
1966-12-29,8.771511,8.831262,8.723709,8.819312,1.856067,175728
1966-12-30,8.828274,8.914914,8.828274,8.879063,1.868643,230120
1967-01-03,8.879063,8.962715,8.819312,8.819312,1.856067,238488
1967-01-04,8.819312,8.831262,8.663958,8.723709,1.835946,531368
1967-01-05,8.723709,8.807361,8.723709,8.807361,1.853550,326352
1967-01-06,8.843212,9.046367,8.843212,9.034417,1.901337,527184
1967-01-09,9.058317,9.225621,9.058317,9.225621,1.941576,418400
1967-01-10,9.249522,9.380975,9.249522,9.297323,1.956667,790776
1967-01-11,9.297323,9.428776,9.177820,9.416826,1.981816,958136
1967-01-12,9.416826,9.476577,9.321224,9.369025,1.971758,723832
1967-01-13,9.369025,9.488528,9.285373,9.476577,1.994392,456056
1967-01-16,9.416826,9.416826,9.118069,9.189771,1.934032,623416
1967-01-17,9.189771,9.369025,9.177820,9.273423,1.951636,581576
1967-01-18,9.297323,9.369025,9.297323,9.345124,1.966726,640152
1967-01-19,9.345124,9.416826,9.285373,9.315249,1.960440,334720
1967-01-20,9.315249,9.321224,9.237572,9.321224,1.961696,313800
1967-01-23,9.351099,9.548279,9.351099,9.500478,1.999421,502080
1967-01-24,9.500478,9.560229,9.464627,9.548279,2.009481,602496
1967-01-25,9.548279,9.566205,9.464627,9.464627,1.991877,686176
1967-01-26,9.464627,9.554254,9.392925,9.488528,1.996907,414216
1967-01-27,9.488528,9.608031,9.452677,9.596080,2.019541,313800
1967-01-30,9.596080,9.667782,9.584130,9.667782,2.034631,523000
1967-01-31,9.667782,9.703633,9.512428,9.548279,2.009481,623416
1967-02-01,9.416826,9.416826,9.333174,9.392925,1.976787,435136
1967-02-02,9.440727,9.536329,9.440727,9.476577,1.994392,405848
1967-02-03,9.488528,9.560229,9.488528,9.536329,2.006968,305432
1967-02-06,9.536329,9.566205,9.512428,9.512428,2.002489,255224
1967-02-07,9.512428,9.560229,9.500478,9.512428,2.002489,92048
1967-02-08,9.560229,9.882887,9.560229,9.787285,2.060349,401664
1967-02-09,9.882887,9.966539,9.882887,9.894837,2.082991,334720
1967-02-10,9.894837,9.966539,9.894837,9.894837,2.082991,230120
1967-02-13,9.894837,10.035253,9.870937,10.035253,2.112549,230120
1967-02-14,10.035253,10.235421,10.014340,10.217495,2.150915,564840
1967-02-15,10.229446,10.402725,10.229446,10.348948,2.178587,343088
1967-02-16,10.348948,10.372849,10.157744,10.187620,2.144624,476976
1967-02-17,10.181644,10.181644,10.109943,10.148781,2.136447,297064
1967-02-20,10.121893,10.121893,9.978489,10.121893,2.130789,410032
1967-02-21,10.121893,10.181644,10.121893,10.133843,2.133306,355640
1967-02-23,10.133843,10.151769,10.038241,10.097992,2.125758,820064
1967-02-24,10.097992,10.253346,10.086042,10.157744,2.138335,267776
1967-02-27,10.121893,10.121893,9.942639,9.942639,2.093053,443504
1967-02-28,9.978489,10.277247,9.978489,10.277247,2.163491,401664
1967-03-01,10.336998,10.516252,10.336998,10.516252,2.213806,615048
1967-03-02,10.516252,10.635755,10.444551,10.546128,2.220095,414216
1967-03-03,10.540153,10.540153,10.348948,10.516252,2.213806,489528
1967-03-06,10.516252,10.755258,10.504302,10.516252,2.213806,443504
1967-03-07,10.516252,10.528203,10.432600,10.492352,2.208775,317984
1967-03-08,10.492352,10.510277,10.420650,10.438576,2.197453,230120
1967-03-09,10.438576,10.480402,10.325048,10.432600,2.196197,297064
1967-03-10,10.522228,10.623805,10.522228,10.522228,2.215064,326352
1967-03-13,10.522228,10.576004,10.498327,10.540153,2.218838,234304
1967-03-14,10.504302,10.504302,10.396750,10.396750,2.188648,238488
1967-03-15,10.396750,10.576004,10.396750,10.564054,2.223871,451872
1967-03-16,10.635755,10.758246,10.635755,10.755258,2.264119,368192
1967-03-17,10.755258,10.761233,10.671606,10.761233,2.265377,284512
1967-03-20,10.761233,10.773184,10.576004,10.611855,2.233931,242672
1967-03-21,10.623805,10.719407,10.623805,10.629780,2.237706,205016
1967-03-22,10.629780,10.629780,10.552103,10.623805,2.236448,326352
1967-03-23,10.719407,10.898662,10.719407,10.886711,2.291792,485344
1967-03-27,10.904637,11.018164,10.904637,11.018164,2.319465,288696
1967-03-28,11.018164,11.018164,10.946463,10.946463,2.304371,297064
1967-03-29,10.946463,10.970363,10.922562,10.922562,2.299341,242672
1967-03-30,10.922562,10.994264,10.922562,10.928537,2.300597,230120
1967-03-31,10.928537,10.988289,10.779159,10.779159,2.269151,347272
1967-04-03,10.695507,10.695507,10.516252,10.516252,2.213806,322168
1967-04-04,10.516252,10.623805,10.444551,10.540153,2.218838,351456
1967-04-05,10.546128,10.683556,10.546128,10.623805,2.236448,330536
1967-04-06,10.755258,10.910612,10.755258,10.838910,2.281729,338904
1967-04-07,10.838910,10.874761,10.671606,10.674594,2.247139,317984
1967-04-10,10.635755,10.635755,10.510277,10.534178,2.217580,401664
1967-04-11,10.564054,10.755258,10.564054,10.755258,2.264119,343088
1967-04-12,10.755258,10.826960,10.671606,10.671606,2.246510,263592
1967-04-13,10.803059,10.910612,10.803059,10.898662,2.294308,502080
1967-04-14,10.898662,10.970363,10.862811,10.958413,2.306887,543920
1967-04-17,10.958413,10.988289,10.946463,10.952438,2.305629,397480
1967-04-18,10.958413,11.006214,10.958413,11.000239,2.315692,518816
1967-04-19,11.089866,11.161568,11.089866,11.161568,2.349653,707096
1967-04-20,11.161568,11.209369,11.077916,11.203394,2.358459,397480
1967-04-21,11.203394,11.251195,11.185468,11.185468,2.354685,485344
1967-04-24,11.185468,11.412524,11.137667,11.310946,2.381100,732200
1967-04-25,11.310946,11.520076,11.304971,11.502151,2.421351,535552
1967-04-26,11.502151,11.555927,11.460325,11.460325,2.412547,410032
1967-04-27,11.460325,11.872610,11.448375,11.866635,2.498078,326352
1967-04-28,11.866635,11.926386,11.812859,11.866635,2.498078,380744
1967-05-01,11.591778,11.591778,11.400574,11.526052,2.426919,330536
1967-05-02,11.526052,11.567878,11.472275,11.538002,2.429436,422584
1967-05-03,11.538002,11.538002,11.484226,11.532027,2.428178,313800
1967-05-04,11.532027,11.538002,11.484226,11.520076,2.425662,292880
1967-05-05,11.502151,11.502151,11.448375,11.484226,2.418113,284512
1967-05-08,11.484226,11.514101,11.352772,11.358748,2.391692,401664
1967-05-09,11.358748,11.376673,10.994264,11.018164,2.319979,1066920
1967-05-10,11.018164,11.137667,10.946463,11.137667,2.345142,732200
1967-05-11,11.167543,11.316922,11.167543,11.167543,2.351431,481160
1967-05-12,11.173518,11.293021,11.173518,11.173518,2.352691,414216
1967-05-15,11.173518,11.185468,11.089866,11.089866,2.335077,297064
1967-05-16,11.095841,11.388623,11.095841,11.328872,2.385403,359824
1967-05-17,11.328872,11.400574,11.316922,11.352772,2.390433,288696
1967-05-18,11.352772,11.376673,11.269120,11.376673,2.395466,221752
1967-05-19,11.376673,11.376673,11.185468,11.281071,2.375336,301248
1967-05-22,11.281071,11.316922,11.185468,11.281071,2.375336,309616
1967-05-23,11.281071,11.328872,11.113767,11.113767,2.340109,468608
1967-05-24,11.328872,11.328872,11.113767,11.113767,2.340109,468608
1967-05-25,11.197419,11.328872,11.197419,11.304971,2.380371,301248
1967-05-26,11.304971,11.376673,11.185468,11.233270,2.365272,280328
1967-05-29,11.233270,11.233270,11.185468,11.233270,2.365272,196648
1967-05-31,11.173518,11.173518,11.077916,11.143642,2.346401,271960
1967-06-01,11.143642,11.400574,11.119742,11.376673,2.395466,451872
1967-06-02,11.376673,11.424474,11.209369,11.209369,2.360240,414216
1967-06-05,11.209369,11.209369,11.077916,11.125717,2.342627,610864
1967-06-06,11.245220,11.424474,11.245220,11.412524,2.403015,456056
1967-06-07,11.424474,11.555927,11.424474,11.478250,2.416855,447688
1967-06-08,11.478250,11.543977,11.472275,11.543977,2.430694,276144
1967-06-09,11.543977,11.615679,11.543977,11.615679,2.445793,368192
1967-06-12,11.639579,11.699331,11.639579,11.651530,2.453340,347272
1967-06-13,11.663480,11.747132,11.663480,11.747132,2.473469,443504
1967-06-14,11.747132,11.986138,11.645554,11.932361,2.512473,1020896
1967-06-15,11.932361,11.986138,11.878585,11.926386,2.511213,644336
1967-06-16,11.926386,11.950287,11.914436,11.938337,2.513731,619232
1967-06-19,11.938337,11.950287,11.878585,11.902486,2.506182,389112
1967-06-20,11.902486,11.956262,11.902486,11.902486,2.506182,523000
1967-06-21,11.902486,11.932361,11.818834,11.866635,2.498632,330536
1967-06-22,11.866635,11.914436,11.842734,11.878585,2.501150,372376
1967-06-23,11.920411,11.998088,11.920411,11.998088,2.526312,389112
1967-06-26,12.141491,12.213193,12.141491,12.189293,2.566571,506264
1967-06-27,12.189293,12.213193,12.033939,12.033939,2.533860,410032
1967-06-28,12.033939,12.033939,11.902486,11.926386,2.511213,313800
1967-06-29,11.926386,11.938337,11.806883,11.938337,2.513731,376560
1967-06-30,11.938337,11.950287,11.830784,11.890535,2.503667,351456
1967-07-03,11.890535,11.950287,11.878585,11.926386,2.511213,334720
1967-07-05,11.950287,11.998088,11.950287,11.992113,2.525054,472792
1967-07-06,11.986138,11.986138,11.956262,11.980163,2.522537,456056
1967-07-07,11.980163,12.021989,11.956262,11.986138,2.523796,506264
1967-07-10,11.998088,12.117591,11.998088,12.033939,2.533860,451872
1967-07-11,12.033939,12.111616,12.033939,12.093690,2.546442,322168
1967-07-12,12.093690,12.111616,12.021989,12.021989,2.531345,271960
1967-07-13,12.021989,12.069790,12.010038,12.045889,2.536376,284512
1967-07-14,12.045889,12.066802,11.998088,12.016013,2.530086,309616
1967-07-17,12.016013,12.039914,12.010038,12.039914,2.535118,213384
1967-07-18,12.039914,12.087715,11.986138,12.010038,2.528830,280328
1967-07-19,12.010038,12.021989,11.830784,11.854685,2.496118,426768
1967-07-20,11.860660,11.938337,11.860660,11.902486,2.506182,271960
1967-07-21,11.902486,11.926386,11.854685,11.914436,2.508699,313800
1967-07-24,11.914436,11.914436,11.806883,11.842734,2.493601,263592
1967-07-25,11.842734,11.890535,11.717256,11.735182,2.470954,209200
1967-07-26,11.735182,11.950287,11.663480,11.932361,2.512473,330536
1967-07-27,11.932361,12.069790,11.926386,12.069790,2.541409,276144
1967-07-28,12.093690,12.129541,12.093690,12.105641,2.548960,255224
1967-07-31,12.117591,12.177342,12.117591,12.135516,2.555248,284512
1967-08-01,12.135516,12.296845,12.093690,12.296845,2.589219,380744
1967-08-02,12.284895,12.284895,12.141491,12.177342,2.564056,364008
1967-08-03,12.165392,12.165392,12.117591,12.141491,2.556507,251040
1967-08-04,12.141491,12.177342,12.093690,12.177342,2.564056,389112
1967-08-07,12.177342,12.177342,12.117591,12.171367,2.563350,138072
1967-08-08,12.171367,12.219168,12.141491,12.207218,2.570901,234304
